team------------------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
said keenum point------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
keenum point career---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
point career joe------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
career joe flacco------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
joe flacco probably---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
flacco probably adequate----------------------------------------- {'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263} positive
probably adequate game------------------------------------------- {'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263} positive
adequate game manager-------------------------------------------- {'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263} positive
game manager good------------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
manager good supporting------------------------------------------ {'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.7003} positive
good supporting cast--------------------------------------------- {'neg': 0.0, 'neu': 0.147, 'pos': 0.853, 'compound': 0.7003} positive
supporting cast broncos------------------------------------------ {'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404} positive
cast broncos lucky----------------------------------------------- {'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215} positive
broncos lucky possess-------------------------------------------- {'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215} positive
lucky possess best----------------------------------------------- {'neg': 0.0, 'neu': 0.125, 'pos': 0.875, 'compound': 0.7906} positive
possess best edge------------------------------------------------ {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
best edge rushers------------------------------------------------ {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
edge rushers league---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rushers league von----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
league von miller------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
von miller bradley----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miller bradley chubb--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
bradley chubb broncos-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
chubb broncos going---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos going downhill------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
going downhill super--------------------------------------------- {'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994} positive
downhill super bowl---------------------------------------------- {'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994} positive
super bowl winning----------------------------------------------- {'neg': 0.0, 'neu': 0.12, 'pos': 0.88, 'compound': 0.8074} positive
bowl winning season---------------------------------------------- {'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267} positive
winning season miller-------------------------------------------- {'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.5267} positive
season miller doubledigit---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miller doubledigit sack------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
doubledigit sack season------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sack season year------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season year chubb------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
year chubb coming------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
chubb coming fantastic------------------------------------------- {'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574} positive
coming fantastic rookie------------------------------------------ {'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574} positive
fantastic rookie season------------------------------------------ {'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574} positive
rookie season saw------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season saw rack-------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
saw rack sacks--------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rack sacks ensure------------------------------------------------ {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
sacks ensure broncos--------------------------------------------- {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
ensure broncos pass---------------------------------------------- {'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818} positive
broncos pass rush------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pass rush remains------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rush remains solid----------------------------------------------- {'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1531} positive
remains solid depending------------------------------------------ {'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1531} positive
solid depending teammates---------------------------------------- {'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.1531} positive
depending teammates support-------------------------------------- {'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019} positive
teammates support chance----------------------------------------- {'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.5719} positive
support chance best---------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.836} positive
chance best league----------------------------------------------- {'neg': 0.0, 'neu': 0.139, 'pos': 0.861, 'compound': 0.7351} positive
best league right------------------------------------------------ {'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369} positive
league right couple---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
right couple options--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
couple options choose-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
options choose sacks--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
choose sacks season---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sacks season currently------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
season currently established------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
currently established options------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
established options roster--------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
options roster derek--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
roster derek wolfe----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
derek wolfe adam------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
wolfe adam gotsis------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
adam gotsis started---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
gotsis started games--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
started games respectively--------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
games respectively year------------------------------------------ {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
respectively year intriguing------------------------------------- {'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34} positive
year intriguing players------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
intriguing players shelby---------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
players shelby harris-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
shelby harris round---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
harris round pick------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
round pick sacks------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pick sacks demarcus---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
sacks demarcus walker-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
demarcus walker second------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
walker second round---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
second round pick------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
round pick jones------------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
pick jones rookie------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
jones rookie ohio------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rookie ohio state------------------------------------------------ {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
ohio state broncos----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
state broncos took----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos took round----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
took round broncos----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
round broncos need----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
broncos need elite----------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
need elite interior---------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
elite interior rusher-------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
interior rusher need--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
rusher need consistently----------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
need consistently win-------------------------------------------- {'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859} positive
consistently win ones-------------------------------------------- {'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859} positive
win ones pressure------------------------------------------------ {'neg': 0.314, 'neu': 0.143, 'pos': 0.543, 'compound': 0.3818} positive
ones pressure chubb---------------------------------------------- {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
pressure chubb miller-------------------------------------------- {'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296} negative
chubb miller broncos--------------------------------------------- {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0} neutral
miller broncos defense------------------------------------------- {'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.128} positive
broncos defense chance------------------------------------------- {'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.3612} positive
defense chance special------------------------------------------- {'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369} positive
